<RecentFiles>
  <RecentFiles>
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:DataTypes.cs" caret="398" fromTop="16" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Calculate.xaml.cs" caret="461" fromTop="7" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:MainPage.xaml.cs" caret="1033" fromTop="28" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:MainPage.xaml" caret="3181" fromTop="31" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Forecast.xaml" caret="2148" fromTop="27" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Calculate.xaml" caret="1716" fromTop="13" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Forecast.xaml.cs" caret="775" fromTop="20" />
  </RecentFiles>
  <RecentEdits>
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:MainPage.xaml.cs" caret="831" fromTop="24" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:MainPage.xaml.cs" caret="1033" fromTop="28" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Calculate.xaml" caret="1556" fromTop="26" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Calculate.xaml" caret="3262" fromTop="36" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Calculate.xaml" caret="3236" fromTop="36" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Calculate.xaml.cs" caret="763" fromTop="16" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Calculate.xaml.cs" caret="2632" fromTop="24" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Calculate.xaml.cs" caret="3079" fromTop="32" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Forecast.xaml" caret="1437" fromTop="25" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Forecast.xaml" caret="1681" fromTop="21" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Forecast.xaml" caret="2160" fromTop="20" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Forecast.xaml.cs" caret="2659" fromTop="22" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Forecast.xaml.cs" caret="4132" fromTop="40" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Forecast.xaml.cs" caret="3080" fromTop="26" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Forecast.xaml.cs" caret="3547" fromTop="35" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Forecast.xaml.cs" caret="3547" fromTop="37" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Forecast.xaml.cs" caret="3547" fromTop="27" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:DataTypes.cs" caret="398" fromTop="16" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Forecast.xaml.cs" caret="2659" fromTop="9" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Forecast.xaml.cs" caret="3547" fromTop="9" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Forecast.xaml.cs" caret="1939" fromTop="21" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Forecast.xaml.cs" caret="1674" fromTop="32" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Forecast.xaml.cs" caret="867" fromTop="22" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Forecast.xaml.cs" caret="655" fromTop="15" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Forecast.xaml.cs" caret="3048" fromTop="20" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Forecast.xaml.cs" caret="2815" fromTop="10" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Forecast.xaml.cs" caret="3048" fromTop="16" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Forecast.xaml" caret="2148" fromTop="27" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Forecast.xaml.cs" caret="1354" fromTop="28" />
    <File id="94F76257-8826-4989-9C8A-06BFFCA29D7C/f:Forecast.xaml.cs" caret="498" fromTop="10" />
  </RecentEdits>
</RecentFiles>
